จังหวัด,อำเภอ,ตำบล,Login Code
สุรินทร์,บัวเชด,อาโพน,321305
สุรินทร์,บัวเชด,สำเภาลูน,321306
สุรินทร์,พนมดงรัก,บักได,321401
สุรินทร์,พนมดงรัก,โคกกลาง,321402
สุรินทร์,พนมดงรัก,จีกแดก,321403
สุรินทร์,พนมดงรัก,ตาเมียง,321404
สุรินทร์,ศรีณรงค์,ณรงค์,321501
สุรินทร์,ศรีณรงค์,แจนแวน,321502
สุรินทร์,ศรีณรงค์,ตรวจ,321503
สุรินทร์,ศรีณรงค์,หนองแวง,321504
สุรินทร์,ศรีณรงค์,ศรีสุข,321505
สุรินทร์,เขวาสินรินทร์,เขวาสินรินทร์,321601
สุรินทร์,เขวาสินรินทร์,บึง,321602
สุรินทร์,เขวาสินรินทร์,ตากูก,321603
สุรินทร์,เขวาสินรินทร์,ปราสาททอง,321604
สุรินทร์,เขวาสินรินทร์,บ้านแร่,321605
สุรินทร์,โนนนารายณ์,หนองหลวง,321701
สุรินทร์,โนนนารายณ์,คำผง,321702
สุรินทร์,โนนนารายณ์,โนน,321703
สุรินทร์,โนนนารายณ์,ระเวียง,321704
สุรินทร์,โนนนารายณ์,หนองเทพ,321705
ศรีสะเกษ,เมืองศรีสะเกษ,เมืองเหนือ,330101
ศรีสะเกษ,เมืองศรีสะเกษ,เมืองใต้,330102
ศรีสะเกษ,เมืองศรีสะเกษ,คูซอด,330103
ศรีสะเกษ,เมืองศรีสะเกษ,ซำ,330104
ศรีสะเกษ,เมืองศรีสะเกษ,จาน,330105
ศรีสะเกษ,เมืองศรีสะเกษ,ตะดอบ,330106
ศรีสะเกษ,เมืองศรีสะเกษ,หนองครก,330107
ศรีสะเกษ,เมืองศรีสะเกษ,โพนข่า,330111
ศรีสะเกษ,เมืองศรีสะเกษ,โพนค้อ,330112
ศรีสะเกษ,เมืองศรีสะเกษ,โพนเขวา,330115
ศรีสะเกษ,เมืองศรีสะเกษ,หญ้าปล้อง,330116
ศรีสะเกษ,เมืองศรีสะเกษ,ทุ่ม,330118
ศรีสะเกษ,เมืองศรีสะเกษ,หนองไฮ,330119
ศรีสะเกษ,เมืองศรีสะเกษ,หนองแก้ว,330121
ศรีสะเกษ,เมืองศรีสะเกษ,น้ำคำ,330122
ศรีสะเกษ,เมืองศรีสะเกษ,โพธิ์,330123
ศรีสะเกษ,เมืองศรีสะเกษ,หมากเขียบ,330124
ศรีสะเกษ,เมืองศรีสะเกษ,หนองไผ่,330127
ศรีสะเกษ,ยางชุมน้อย,ยางชุมน้อย,330201
ศรีสะเกษ,ยางชุมน้อย,ลิ้นฟ้า,330202
ศรีสะเกษ,ยางชุมน้อย,คอนกาม,330203
ศรีสะเกษ,ยางชุมน้อย,โนนคูณ,330204
ศรีสะเกษ,ยางชุมน้อย,กุดเมืองฮาม,330205
ศรีสะเกษ,ยางชุมน้อย,บึงบอน,330206
ศรีสะเกษ,ยางชุมน้อย,ยางชุมใหญ่,330207
ศรีสะเกษ,กันทรารมย์,ดูน,330301
ศรีสะเกษ,กันทรารมย์,โนนสัง,330302
ศรีสะเกษ,กันทรารมย์,หนองหัวช้าง,330303
ศรีสะเกษ,กันทรารมย์,ยาง,330304
ศรีสะเกษ,กันทรารมย์,หนองแวง,330305
ศรีสะเกษ,กันทรารมย์,หนองแก้ว,330306
ศรีสะเกษ,กันทรารมย์,ทาม,330307
ศรีสะเกษ,กันทรารมย์,ละทาย,330308
ศรีสะเกษ,กันทรารมย์,เมืองน้อย,330309
ศรีสะเกษ,กันทรารมย์,อีปาด,330310
ศรีสะเกษ,กันทรารมย์,บัวน้อย,330311
ศรีสะเกษ,กันทรารมย์,หนองบัว,330312
ศรีสะเกษ,กันทรารมย์,ดู่,330313
ศรีสะเกษ,กันทรารมย์,ผักแพว,330314
ศรีสะเกษ,กันทรารมย์,จาน,330315
ศรีสะเกษ,กันทรารมย์,คำเนียม,330320
ศรีสะเกษ,กันทรลักษ์,บึงมะลู,330401
ศรีสะเกษ,กันทรลักษ์,กุดเสลา,330402
ศรีสะเกษ,กันทรลักษ์,เมือง,330403
ศรีสะเกษ,กันทรลักษ์,สังเม็ก,330405
ศรีสะเกษ,กันทรลักษ์,น้ำอ้อม,330406
ศรีสะเกษ,กันทรลักษ์,ละลาย,330407
ศรีสะเกษ,กันทรลักษ์,รุง,330408
ศรีสะเกษ,กันทรลักษ์,ตระกาจ,330409
ศรีสะเกษ,กันทรลักษ์,จานใหญ่,330411
ศรีสะเกษ,กันทรลักษ์,ภูเงิน,330412
ศรีสะเกษ,กันทรลักษ์,ชำ,330413
ศรีสะเกษ,กันทรลักษ์,กระแชง,330414
ศรีสะเกษ,กันทรลักษ์,โนนสำราญ,330415
ศรีสะเกษ,กันทรลักษ์,หนองหญ้าลาด,330416
ศรีสะเกษ,กันทรลักษ์,เสาธงชัย,330419
ศรีสะเกษ,กันทรลักษ์,ขนุน,330420
ศรีสะเกษ,กันทรลักษ์,สวนกล้วย,330421
ศรีสะเกษ,กันทรลักษ์,เวียงเหนือ,330423
ศรีสะเกษ,กันทรลักษ์,ทุ่งใหญ่,330424
ศรีสะเกษ,กันทรลักษ์,ภูผาหมอก,330425
ศรีสะเกษ,ขุขันธ์,กันทรารมย์,330501
ศรีสะเกษ,ขุขันธ์,จะกง,330502
ศรีสะเกษ,ขุขันธ์,ใจดี,330503
ศรีสะเกษ,ขุขันธ์,ดองกำเม็ด,330504
ศรีสะเกษ,ขุขันธ์,โสน,330505
ศรีสะเกษ,ขุขันธ์,ปรือใหญ่,330506
ศรีสะเกษ,ขุขันธ์,สะเดาใหญ่,330507
ศรีสะเกษ,ขุขันธ์,ตาอุด,330508
ศรีสะเกษ,ขุขันธ์,ห้วยเหนือ,330509
ศรีสะเกษ,ขุขันธ์,ห้วยใต้,330510
ศรีสะเกษ,ขุขันธ์,หัวเสือ,330511
ศรีสะเกษ,ขุขันธ์,ตะเคียน,330513
ศรีสะเกษ,ขุขันธ์,นิคมพัฒนา,330515
ศรีสะเกษ,ขุขันธ์,โคกเพชร,330517
ศรีสะเกษ,ขุขันธ์,ปราสาท,330518
ศรีสะเกษ,ขุขันธ์,สำโรงตาเจ็น,330521
ศรีสะเกษ,ขุขันธ์,ห้วยสำราญ,330522
ศรีสะเกษ,ขุขันธ์,กฤษณา,330524
ศรีสะเกษ,ขุขันธ์,ลมศักดิ์,330525
ศรีสะเกษ,ขุขันธ์,หนองฉลอง,330526
ศรีสะเกษ,ขุขันธ์,ศรีตระกูล,330527
ศรีสะเกษ,ขุขันธ์,ศรีสะอาด,330528
ศรีสะเกษ,ไพรบึง,ไพรบึง,330601
ศรีสะเกษ,ไพรบึง,ดินแดง,330602
ศรีสะเกษ,ไพรบึง,ปราสาทเยอ,330603
ศรีสะเกษ,ไพรบึง,สำโรงพลัน,330604
ศรีสะเกษ,ไพรบึง,สุขสวัสดิ์,330605
ศรีสะเกษ,ไพรบึง,โนนปูน,330606
ศรีสะเกษ,ปรางค์กู่,พิมาย,330701
ศรีสะเกษ,ปรางค์กู่,กู่,330702
ศรีสะเกษ,ปรางค์กู่,หนองเชียงทูน,330703
ศรีสะเกษ,ปรางค์กู่,ตูม,330704
ศรีสะเกษ,ปรางค์กู่,สมอ,330705
ศรีสะเกษ,ปรางค์กู่,โพธิ์ศรี,330706
ศรีสะเกษ,ปรางค์กู่,สำโรงปราสาท,330707
ศรีสะเกษ,ปรางค์กู่,ดู่,330708
ศรีสะเกษ,ปรางค์กู่,สวาย,330709
ศรีสะเกษ,ปรางค์กู่,พิมายเหนือ,330710
ศรีสะเกษ,ขุนหาญ,สิ,330801
ศรีสะเกษ,ขุนหาญ,บักดอง,330802
ศรีสะเกษ,ขุนหาญ,พราน,330803
ศรีสะเกษ,ขุนหาญ,โพธิ์วงศ์,330804
ศรีสะเกษ,ขุนหาญ,ไพร,330805
ศรีสะเกษ,ขุนหาญ,กระหวัน,330806
ศรีสะเกษ,ขุนหาญ,ขุนหาญ,330807
ศรีสะเกษ,ขุนหาญ,โนนสูง,330808
ศรีสะเกษ,ขุนหาญ,กันทรอม,330809
ศรีสะเกษ,ขุนหาญ,ภูฝ้าย,330810
ศรีสะเกษ,ขุนหาญ,โพธิ์กระสังข์,330811
ศรีสะเกษ,ขุนหาญ,ห้วยจันทร์,330812
ศรีสะเกษ,ราษีไศล,เมืองคง,330901
ศรีสะเกษ,ราษีไศล,เมืองแคน,330902
ศรีสะเกษ,ราษีไศล,หนองแค,330903
ศรีสะเกษ,ราษีไศล,จิกสังข์ทอง,330906
ศรีสะเกษ,ราษีไศล,ด่าน,330907
ศรีสะเกษ,ราษีไศล,ดู่,330908
ศรีสะเกษ,ราษีไศล,หนองอึ่ง,330909
ศรีสะเกษ,ราษีไศล,บัวหุ่ง,330910
ศรีสะเกษ,ราษีไศล,ไผ่,330911
ศรีสะเกษ,ราษีไศล,ส้มป่อย,330912
ศรีสะเกษ,ราษีไศล,หนองหมี,330913
ศรีสะเกษ,ราษีไศล,หว้านคำ,330914
ศรีสะเกษ,ราษีไศล,สร้างปี่,330915
ศรีสะเกษ,อุทุมพรพิสัย,กำแพง,331001
ศรีสะเกษ,อุทุมพรพิสัย,อี่หล่ำ,331002
ศรีสะเกษ,อุทุมพรพิสัย,ก้านเหลือง,331003
ศรีสะเกษ,อุทุมพรพิสัย,ทุ่งไชย,331004
ศรีสะเกษ,อุทุมพรพิสัย,สำโรง,331005
ศรีสะเกษ,อุทุมพรพิสัย,แขม,331006
ศรีสะเกษ,อุทุมพรพิสัย,หนองไฮ,331007
ศรีสะเกษ,อุทุมพรพิสัย,ขะยูง,331008
ศรีสะเกษ,อุทุมพรพิสัย,ตาเกษ,331010
ศรีสะเกษ,อุทุมพรพิสัย,หัวช้าง,331011
ศรีสะเกษ,อุทุมพรพิสัย,รังแร้ง,331012
ศรีสะเกษ,อุทุมพรพิสัย,แต้,331014
ศรีสะเกษ,อุทุมพรพิสัย,แข้,331015
ศรีสะเกษ,อุทุมพรพิสัย,โพธิ์ชัย,331016
ศรีสะเกษ,อุทุมพรพิสัย,ปะอาว,331017
ศรีสะเกษ,อุทุมพรพิสัย,หนองห้าง,331018
ศรีสะเกษ,อุทุมพรพิสัย,สระกำแพงใหญ่,331022
ศรีสะเกษ,อุทุมพรพิสัย,โคกหล่าม,331024
ศรีสะเกษ,อุทุมพรพิสัย,โคกจาน,331025
ศรีสะเกษ,บึงบูรพ์,เป๊าะ,331101
ศรีสะเกษ,บึงบูรพ์,บึงบูรพ์,331102
ศรีสะเกษ,ห้วยทับทัน,ห้วยทับทัน,331201
ศรีสะเกษ,ห้วยทับทัน,เมืองหลวง,331202
ศรีสะเกษ,ห้วยทับทัน,กล้วยกว้าง,331203
ศรีสะเกษ,ห้วยทับทัน,ผักไหม,331204
ศรีสะเกษ,ห้วยทับทัน,จานแสนไชย,331205
ศรีสะเกษ,ห้วยทับทัน,ปราสาท,331206
ศรีสะเกษ,โนนคูณ,โนนค้อ,331301
ศรีสะเกษ,โนนคูณ,บก,331302
ศรีสะเกษ,โนนคูณ,โพธิ์,331303
ศรีสะเกษ,โนนคูณ,หนองกุง,331304
ศรีสะเกษ,โนนคูณ,เหล่ากวาง,331305
ศรีสะเกษ,ศรีรัตนะ,ศรีแก้ว,331401
ศรีสะเกษ,ศรีรัตนะ,พิงพวย,331402
ศรีสะเกษ,ศรีรัตนะ,สระเยาว์,331403
ศรีสะเกษ,ศรีรัตนะ,ตูม,331404
ศรีสะเกษ,ศรีรัตนะ,เสื่องข้าว,331405
ศรีสะเกษ,ศรีรัตนะ,ศรีโนนงาม,331406
ศรีสะเกษ,ศรีรัตนะ,สะพุง,331407
ศรีสะเกษ,น้ำเกลี้ยง,น้ำเกลี้ยง,331501
ศรีสะเกษ,น้ำเกลี้ยง,ละเอาะ,331502
ศรีสะเกษ,น้ำเกลี้ยง,ตองปิด,331503
ศรีสะเกษ,น้ำเกลี้ยง,เขิน,331504
ศรีสะเกษ,น้ำเกลี้ยง,รุ่งระวี,331505
ศรีสะเกษ,น้ำเกลี้ยง,คูบ,331506
ศรีสะเกษ,วังหิน,บุสูง,331601
ศรีสะเกษ,วังหิน,ธาตุ,331602
ศรีสะเกษ,วังหิน,ดวนใหญ่,331603
ศรีสะเกษ,วังหิน,บ่อแก้ว,331604
ศรีสะเกษ,วังหิน,ศรีสำราญ,331605
ศรีสะเกษ,วังหิน,ทุ่งสว่าง,331606
ศรีสะเกษ,วังหิน,วังหิน,331607
ศรีสะเกษ,วังหิน,โพนยาง,331608
ศรีสะเกษ,ภูสิงห์,โคกตาล,331701
ศรีสะเกษ,ภูสิงห์,ห้วยตามอญ,331702
ศรีสะเกษ,ภูสิงห์,ห้วยตึ๊กชู,331703
ศรีสะเกษ,ภูสิงห์,ละลม,331704
ศรีสะเกษ,ภูสิงห์,ตะเคียนราม,331705
ศรีสะเกษ,ภูสิงห์,ดงรัก,331706
ศรีสะเกษ,ภูสิงห์,ไพรพัฒนา,331707
ศรีสะเกษ,เมืองจันทร์,เมืองจันทร์,331801
ศรีสะเกษ,เมืองจันทร์,ตาโกน,331802
ศรีสะเกษ,เมืองจันทร์,หนองใหญ่,331803
ศรีสะเกษ,เบญจลักษ์,เสียว,331901
ศรีสะเกษ,เบญจลักษ์,หนองหว้า,331902
ศรีสะเกษ,เบญจลักษ์,หนองงูเหลือม,331903
ศรีสะเกษ,เบญจลักษ์,หนองฮาง,331904
ศรีสะเกษ,เบญจลักษ์,ท่าคล้อ,331905
ศรีสะเกษ,พยุห์,พยุห์,332001
ศรีสะเกษ,พยุห์,พรหมสวัสดิ์,332002
ศรีสะเกษ,พยุห์,ตำแย,332003
ศรีสะเกษ,พยุห์,โนนเพ็ก,332004
ศรีสะเกษ,พยุห์,หนองค้า,332005
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,โดด,332101
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,เสียว,332102
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,หนองม้า,332103
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,ผือใหญ่,332104
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,อีเซ,332105
ศรีสะเกษ,ศิลาลาด,กุง,332201
ศรีสะเกษ,ศิลาลาด,คลีกลิ้ง,332202
ศรีสะเกษ,ศิลาลาด,หนองบัวดง,332203
ศรีสะเกษ,ศิลาลาด,โจดม่วง,332204
อุบลราชธานี,เมืองอุบลราชธานี,ในเมือง,340101
อุบลราชธานี,เมืองอุบลราชธานี,หัวเรือ,340104
อุบลราชธานี,เมืองอุบลราชธานี,หนองขอน,340105
อุบลราชธานี,เมืองอุบลราชธานี,ปทุม,340107
อุบลราชธานี,เมืองอุบลราชธานี,ขามใหญ่,340108
อุบลราชธานี,เมืองอุบลราชธานี,แจระแม,340109
อุบลราชธานี,เมืองอุบลราชธานี,หนองบ่อ,340111
อุบลราชธานี,เมืองอุบลราชธานี,ไร่น้อย,340112
อุบลราชธานี,เมืองอุบลราชธานี,กระโสบ,340113
อุบลราชธานี,เมืองอุบลราชธานี,กุดลาด,340116
อุบลราชธานี,เมืองอุบลราชธานี,ขี้เหล็ก,340119
อุบลราชธานี,เมืองอุบลราชธานี,ปะอาว,340120
อุบลราชธานี,ศรีเมืองใหม่,นาคำ,340201
อุบลราชธานี,ศรีเมืองใหม่,แก้งกอก,340202
อุบลราชธานี,ศรีเมืองใหม่,เอือดใหญ่,340203
อุบลราชธานี,ศรีเมืองใหม่,วาริน,340204
อุบลราชธานี,ศรีเมืองใหม่,ลาดควาย,340205
อุบลราชธานี,ศรีเมืองใหม่,สงยาง,340206
อุบลราชธานี,ศรีเมืองใหม่,ตะบ่าย,340207
อุบลราชธานี,ศรีเมืองใหม่,คำไหล,340208
อุบลราชธานี,ศรีเมืองใหม่,หนามแท่ง,340209
อุบลราชธานี,ศรีเมืองใหม่,นาเลิน,340210
อุบลราชธานี,ศรีเมืองใหม่,ดอนใหญ่,340211
อุบลราชธานี,โขงเจียม,โขงเจียม,340301
อุบลราชธานี,โขงเจียม,ห้วยยาง,340302
อุบลราชธานี,โขงเจียม,นาโพธิ์กลาง,340303
อุบลราชธานี,โขงเจียม,หนองแสงใหญ่,340304
อุบลราชธานี,โขงเจียม,ห้วยไผ่,340305
อุบลราชธานี,เขื่องใน,เขื่องใน,340401
อุบลราชธานี,เขื่องใน,สร้างถ่อ,340402
อุบลราชธานี,เขื่องใน,ค้อทอง,340403
อุบลราชธานี,เขื่องใน,ก่อเอ้,340404
อุบลราชธานี,เขื่องใน,หัวดอน,340405
อุบลราชธานี,เขื่องใน,ชีทวน,340406
อุบลราชธานี,เขื่องใน,ท่าไห,340407
อุบลราชธานี,เขื่องใน,นาคำใหญ่,340408
อุบลราชธานี,เขื่องใน,แดงหม้อ,340409
อุบลราชธานี,เขื่องใน,ธาตุน้อย,340410
อุบลราชธานี,เขื่องใน,บ้านไทย,340411
อุบลราชธานี,เขื่องใน,บ้านกอก,340412
อุบลราชธานี,เขื่องใน,กลางใหญ่,340413
อุบลราชธานี,เขื่องใน,โนนรัง,340414
อุบลราชธานี,เขื่องใน,ยางขี้นก,340415
อุบลราชธานี,เขื่องใน,ศรีสุข,340416
อุบลราชธานี,เขื่องใน,สหธาตุ,340417
อุบลราชธานี,เขื่องใน,หนองเหล่า,340418
อุบลราชธานี,เขมราฐ,เขมราฐ,340501
อุบลราชธานี,เขมราฐ,ขามป้อม,340503
อุบลราชธานี,เขมราฐ,เจียด,340504
อุบลราชธานี,เขมราฐ,หนองผือ,340507
อุบลราชธานี,เขมราฐ,นาแวง,340508
อุบลราชธานี,เขมราฐ,แก้งเหนือ,340510
อุบลราชธานี,เขมราฐ,หนองนกทา,340511
อุบลราชธานี,เขมราฐ,หนองสิม,340512
อุบลราชธานี,เขมราฐ,หัวนา,340513
อุบลราชธานี,เดชอุดม,เมืองเดช,340701
อุบลราชธานี,เดชอุดม,นาส่วง,340702
อุบลราชธานี,เดชอุดม,นาเจริญ,340704
อุบลราชธานี,เดชอุดม,ทุ่งเทิง,340706
อุบลราชธานี,เดชอุดม,สมสะอาด,340708
อุบลราชธานี,เดชอุดม,กุดประทาย,340709
อุบลราชธานี,เดชอุดม,ตบหู,340710
อุบลราชธานี,เดชอุดม,กลาง,340711
อุบลราชธานี,เดชอุดม,แก้ง,340712
อุบลราชธานี,เดชอุดม,ท่าโพธิ์ศรี,340713
อุบลราชธานี,เดชอุดม,บัวงาม,340715
อุบลราชธานี,เดชอุดม,คำครั่ง,340716
อุบลราชธานี,เดชอุดม,นากระแซง,340717
อุบลราชธานี,เดชอุดม,โพนงาม,340720
อุบลราชธานี,เดชอุดม,ป่าโมง,340721
อุบลราชธานี,เดชอุดม,โนนสมบูรณ์,340723
อุบลราชธานี,นาจะหลวย,นาจะหลวย,340801
อุบลราชธานี,นาจะหลวย,โนนสมบูรณ์,340802
อุบลราชธานี,นาจะหลวย,พรสวรรค์,340803
อุบลราชธานี,นาจะหลวย,บ้านตูม,340804
อุบลราชธานี,นาจะหลวย,โสกแสง,340805
อุบลราชธานี,นาจะหลวย,โนนสวรรค์,340806
อุบลราชธานี,น้ำยืน,โซง,340901
อุบลราชธานี,น้ำยืน,ยาง,340903
อุบลราชธานี,น้ำยืน,โดมประดิษฐ์,340904
อุบลราชธานี,น้ำยืน,บุเปือย,340906
อุบลราชธานี,น้ำยืน,สีวิเชียร,340907
อุบลราชธานี,น้ำยืน,ยางใหญ่,340909
อุบลราชธานี,น้ำยืน,เก่าขาม,340911
อุบลราชธานี,บุณฑริก,โพนงาม,341001
อุบลราชธานี,บุณฑริก,ห้วยข่า,341002
อุบลราชธานี,บุณฑริก,คอแลน,341003
อุบลราชธานี,บุณฑริก,นาโพธิ์,341004
อุบลราชธานี,บุณฑริก,หนองสะโน,341005
อุบลราชธานี,บุณฑริก,โนนค้อ,341006
อุบลราชธานี,บุณฑริก,บัวงาม,341007
อุบลราชธานี,บุณฑริก,บ้านแมด,341008
อุบลราชธานี,ตระการพืชผล,ขุหลุ,341101
อุบลราชธานี,ตระการพืชผล,กระเดียน,341102
อุบลราชธานี,ตระการพืชผล,เกษม,341103
อุบลราชธานี,ตระการพืชผล,กุศกร,341104
อุบลราชธานี,ตระการพืชผล,ขามเปี้ย,341105
อุบลราชธานี,ตระการพืชผล,คอนสาย,341106
อุบลราชธานี,ตระการพืชผล,โคกจาน,341107
อุบลราชธานี,ตระการพืชผล,นาพิน,341108
อุบลราชธานี,ตระการพืชผล,นาสะไม,341109
อุบลราชธานี,ตระการพืชผล,โนนกุง,341110
อุบลราชธานี,ตระการพืชผล,ตระการ,341111
อุบลราชธานี,ตระการพืชผล,ตากแดด,341112
อุบลราชธานี,ตระการพืชผล,ไหล่ทุ่ง,341113
อุบลราชธานี,ตระการพืชผล,เป้า,341114
อุบลราชธานี,ตระการพืชผล,เซเป็ด,341115
อุบลราชธานี,ตระการพืชผล,สะพือ,341116
อุบลราชธานี,ตระการพืชผล,หนองเต่า,341117
อุบลราชธานี,ตระการพืชผล,ถ้ำแข้,341118
อุบลราชธานี,ตระการพืชผล,ท่าหลวง,341119
อุบลราชธานี,ตระการพืชผล,ห้วยฝ้ายพัฒนา,341120
อุบลราชธานี,ตระการพืชผล,กุดยาลวน,341121
อุบลราชธานี,ตระการพืชผล,บ้านแดง,341122
อุบลราชธานี,ตระการพืชผล,คำเจริญ,341123
อุบลราชธานี,กุดข้าวปุ้น,ข้าวปุ้น,341201
อุบลราชธานี,กุดข้าวปุ้น,โนนสวาง,341202
อุบลราชธานี,กุดข้าวปุ้น,แก่งเค็ง,341203
อุบลราชธานี,กุดข้าวปุ้น,กาบิน,341204
อุบลราชธานี,กุดข้าวปุ้น,หนองทันน้ำ,341205
อุบลราชธานี,ม่วงสามสิบ,ม่วงสามสิบ,341401
อุบลราชธานี,ม่วงสามสิบ,เหล่าบก,341402
อุบลราชธานี,ม่วงสามสิบ,ดุมใหญ่,341403
อุบลราชธานี,ม่วงสามสิบ,หนองช้างใหญ่,341404
อุบลราชธานี,ม่วงสามสิบ,หนองเมือง,341405
อุบลราชธานี,ม่วงสามสิบ,เตย,341406
อุบลราชธานี,ม่วงสามสิบ,ยางสักกระโพหลุ่ม,341407
อุบลราชธานี,ม่วงสามสิบ,หนองไข่นก,341408
อุบลราชธานี,ม่วงสามสิบ,หนองเหล่า,341409
อุบลราชธานี,ม่วงสามสิบ,หนองฮาง,341410
อุบลราชธานี,ม่วงสามสิบ,ยางโยภาพ,341411
อุบลราชธานี,ม่วงสามสิบ,ไผ่ใหญ่,341412
อุบลราชธานี,ม่วงสามสิบ,นาเลิง,341413
อุบลราชธานี,ม่วงสามสิบ,โพนแพง,341414
อุบลราชธานี,วารินชำราบ,วารินชำราบ,341501
อุบลราชธานี,วารินชำราบ,ธาตุ,341502
อุบลราชธานี,วารินชำราบ,ท่าลาด,341504
อุบลราชธานี,วารินชำราบ,โนนโหนน,341505
อุบลราชธานี,วารินชำราบ,คูเมือง,341507
อุบลราชธานี,วารินชำราบ,สระสมิง,341508
อุบลราชธานี,วารินชำราบ,คำน้ำแซบ,341510
อุบลราชธานี,วารินชำราบ,บุ่งหวาย,341511
อุบลราชธานี,วารินชำราบ,คำขวาง,341515
อุบลราชธานี,วารินชำราบ,โพธิ์ใหญ่,341516
อุบลราชธานี,วารินชำราบ,แสนสุข,341518
อุบลราชธานี,วารินชำราบ,หนองกินเพล,341520
อุบลราชธานี,วารินชำราบ,โนนผึ้ง,341521
อุบลราชธานี,วารินชำราบ,เมืองศรีไค,341522
อุบลราชธานี,วารินชำราบ,ห้วยขะยูง,341524
อุบลราชธานี,วารินชำราบ,บุ่งไหม,341526
อุบลราชธานี,พิบูลมังสาหาร,พิบูล,341901
อุบลราชธานี,พิบูลมังสาหาร,กุดชมภู,341902
อุบลราชธานี,พิบูลมังสาหาร,ดอนจิก,341904
อุบลราชธานี,พิบูลมังสาหาร,ทรายมูล,341905
อุบลราชธานี,พิบูลมังสาหาร,นาโพธิ์,341906
อุบลราชธานี,พิบูลมังสาหาร,โนนกลาง,341907
อุบลราชธานี,พิบูลมังสาหาร,โพธิ์ไทร,341909
อุบลราชธานี,พิบูลมังสาหาร,โพธิ์ศรี,341910
อุบลราชธานี,พิบูลมังสาหาร,ระเว,341911
อุบลราชธานี,พิบูลมังสาหาร,ไร่ใต้,341912
อุบลราชธานี,พิบูลมังสาหาร,หนองบัวฮี,341913
อุบลราชธานี,พิบูลมังสาหาร,อ่างศิลา,341914
อุบลราชธานี,พิบูลมังสาหาร,โนนกาหลง,341918
อุบลราชธานี,พิบูลมังสาหาร,บ้านแขม,341919
อุบลราชธานี,ตาลสุม,ตาลสุม,342001
อุบลราชธานี,ตาลสุม,สำโรง,342002
อุบลราชธานี,ตาลสุม,จิกเทิง,342003
อุบลราชธานี,ตาลสุม,หนองกุง,342004
อุบลราชธานี,ตาลสุม,นาคาย,342005
อุบลราชธานี,ตาลสุม,คำหว้า,342006
อุบลราชธานี,โพธิ์ไทร,โพธิ์ไทร,342101
อุบลราชธานี,โพธิ์ไทร,ม่วงใหญ่,342102
อุบลราชธานี,โพธิ์ไทร,สำโรง,342103
อุบลราชธานี,โพธิ์ไทร,สองคอน,342104
อุบลราชธานี,โพธิ์ไทร,สารภี,342105
อุบลราชธานี,โพธิ์ไทร,เหล่างาม,342106
อุบลราชธานี,สำโรง,สำโรง,342201
อุบลราชธานี,สำโรง,โคกก่อง,342202
อุบลราชธานี,สำโรง,หนองไฮ,342203
อุบลราชธานี,สำโรง,ค้อน้อย,342204
อุบลราชธานี,สำโรง,โนนกาเล็น,342205
อุบลราชธานี,สำโรง,โคกสว่าง,342206
อุบลราชธานี,สำโรง,โนนกลาง,342207
อุบลราชธานี,สำโรง,บอน,342208
อุบลราชธานี,สำโรง,ขามป้อม,342209
อุบลราชธานี,ดอนมดแดง,ดอนมดแดง,342401
อุบลราชธานี,ดอนมดแดง,เหล่าแดง,342402
อุบลราชธานี,ดอนมดแดง,ท่าเมือง,342403
อุบลราชธานี,ดอนมดแดง,คำไฮใหญ่,342404
อุบลราชธานี,สิรินธร,คันไร่,342501
อุบลราชธานี,สิรินธร,ช่องเม็ก,342502
อุบลราชธานี,สิรินธร,โนนก่อ,342503
อุบลราชธานี,สิรินธร,นิคมลำโดมน้อย,342504
อุบลราชธานี,สิรินธร,ฝางคำ,342505
อุบลราชธานี,สิรินธร,คำเขื่อนแก้ว,342506
อุบลราชธานี,ทุ่งศรีอุดม,หนองอ้ม,342602
อุบลราชธานี,ทุ่งศรีอุดม,นาเกษม,342603
อุบลราชธานี,ทุ่งศรีอุดม,กุดเรือ,342604
อุบลราชธานี,ทุ่งศรีอุดม,โคกชำแระ,342605
อุบลราชธานี,ทุ่งศรีอุดม,นาห่อม,342606
อุบลราชธานี,นาเยีย,นาเยีย,342901
อุบลราชธานี,นาเยีย,นาดี,342902
อุบลราชธานี,นาเยีย,นาเรือง,342903
อุบลราชธานี,นาตาล,นาตาล,343001
อุบลราชธานี,นาตาล,พะลาน,343002
อุบลราชธานี,นาตาล,กองโพน,343003
อุบลราชธานี,นาตาล,พังเคน,343004
อุบลราชธานี,เหล่าเสือโก้ก,เหล่าเสือโก้ก,343101
อุบลราชธานี,เหล่าเสือโก้ก,โพนเมือง,343102
อุบลราชธานี,เหล่าเสือโก้ก,แพงใหญ่,343103
อุบลราชธานี,เหล่าเสือโก้ก,หนองบก,343104
อุบลราชธานี,สว่างวีระวงศ์,แก่งโดม,343201
อุบลราชธานี,สว่างวีระวงศ์,ท่าช้าง,343202
อุบลราชธานี,สว่างวีระวงศ์,บุ่งมะแลง,343203
อุบลราชธานี,สว่างวีระวงศ์,สว่าง,343204
